,symbol,company_name,industry,market_cap
5171,SNDL,Sundial Growers,Pharmaceuticals,917760000.0
5172,SNDR,Schneider National,Road & Rail,4230000000.0000005
5173,SNDX,Syndax Pharmaceuticals,Biotechnology,793440000.0
5174,SNES,SenesTech,Pharmaceuticals,6170000.0
5175,SNEX,StoneX Group,Capital Markets,1430000000.0
5176,SNFCA,Security National Financial,Thrifts & Mortgage Finance,177910000.0
5177,SNGX,Soligenix,Biotechnology,17100000.0
5178,SNMP,Evolve Transition Infrastructure LP,"Oil, Gas & Consumable Fuels",67030000.0
5179,SNN,Smith & Nephew,Health Care Equipment & Supplies,13860000000.0
5180,SNOA,Sonoma Pharmaceuticals,Pharmaceuticals,10930000.0
5181,SNOW,Snowflake,IT Services,49820000000.0
5182,SNP,China Petroleum & Chemical,"Oil, Gas & Consumable Fuels",74780000000.0
5183,SNPO,Snap One Holdings,Electronics & Computer Distribution,942460000.0
5184,SNPS,Synopsys,Software,42250000000.0
5185,SNPX,Synaptogenix,Biotechnology,31940000.0
5186,SNRH,Senior Connect Acquisition I,Blank Check / SPAC,508180000.0
5187,SNSE,Sensei Biotherapeutics,Biotechnology,45720000.0
5188,SNT,Senstar Technologies,"Electronic Equipment, Instruments & C...",50820000.0
5189,SNTG,Sentage Holdings,Credit Services,8400000.0
5190,SNV,Synovus Financial,Banks,5790000000.0
5191,SNX,Synnex,"Electronic Equipment, Instruments & C...",9520000000.0
5192,SNY,Sanofi,Pharmaceuticals,129940000000.0
5193,SO,The Southern Company,Electric Utilities,78250000000.0
5194,SOFI,SoFi Technologies,Credit Services,5400000000.0
5195,SOHO,Sotherly Hotels,Equity Real Estate Investment Trusts ...,66970000.0
5196,SOHU,Sohu.com,Interactive Media & Services,551910000.0
5197,SOI,Solaris Oilfield Infrastructure,Energy Equipment & Services,564360000.0
5198,SOL,ReneSola,Construction & Engineering,281290000.0
5199,SOLO,Electrameccanica Vehicles,Automobiles,181470000.0
5200,SON,Sonoco Products Company,Containers & Packaging,5650000000.0
5201,SOND,Sonder Holdings,Lodging,457820000.0
5202,SONM,Sonim Technologies,"Technology Hardware, Storage & Periph...",11550000.0
5203,SONN,Sonnet BioTherapeutics Holdings,Biotechnology,15540000.0
5204,SONO,Sonos,Household Durables,2890000000.0
5205,SONX,Sonendo,Medical Devices,68710000.0
5206,SONY,Sony Group,Household Durables,110370000000.0
5207,SOPA,Society Pass,Software-Application,40970000.0
5208,SOPH,SOPHiA GENETICS,Health Information Services,307430000.0
5209,SOS,SOS Limited,Professional Services,113710000.0
5210,SOTK,Sono-Tek,"Electronic Equipment, Instruments & C...",87400000.0
5211,SOUN,SoundHound AI,Shell Companies,1330000000.0
5212,SOVO,Sovos Brands,Packaged Foods,1430000000.0
5213,SP,SP Plus,Commercial Services & Supplies,699250000.0
5214,SPB,Spectrum Brands Holdings,Household Products,3650000000.0
5215,SPCB,SuperCom,"Electronic Equipment, Instruments & C...",11610000.0
5216,SPCE,Virgin Galactic Holdings,Aerospace & Defense,1690000000.0
5217,SPCM,"Sound Point Acquisition Corp I,",Blank Check / SPAC,277200000.0
5218,SPFI,South Plains Financial,Banks,422670000.0
5219,SPG,Simon Property Group,Equity Real Estate Investment Trusts ...,43900000000.0
5220,SPGI,S&P Global,Capital Markets,114500000000.0
5221,SPGS,Simon Property Group Acquisition Holdings,Blank Check / SPAC,420900000.0
5222,SPH,Suburban Propane Partners,Gas Utilities,1030000000.0
5223,SPI,SPI Energy Co.,Semiconductors & Semiconductor Equipment,49590000.0
5224,SPIR,Spire Global,Specialty Business Services,199620000.0
5225,SPK,SPK Acquisition,Blank Check / SPAC,65700000.0
5226,SPKB,Silver Spike Acquisition II,Blank Check / SPAC,351830000.0
5227,SPLK,Splunk,Software,16379999999.999998
5228,SPLP,Steel Partners Holdings LP,Industrial Conglomerates,882680000.0
5229,SPNE,SeaSpine Holdings,Health Care Equipment & Supplies,308020000.0
5230,SPNS,Sapiens International,Software,1340000000.0
5231,SPNT,SiriusPoint,Insurance-Reinsurance,981300000.0
5232,SPOK,Spok Holdings,Wireless Telecommunication Services,140610000.0
5233,SPOT,Spotify Technology,Entertainment,20440000000.0
5234,SPPI,Spectrum Pharmaceuticals,Biotechnology,138730000.0
5235,SPR,Spirit AeroSystems Holdings,Aerospace & Defense,3300000000.0
5236,SPRB,Spruce Biosciences,Biotechnology,31950000.0
5237,SPRC,SciSparc,Biotechnology,9600000.0
5238,SPRO,Spero Therapeutics,Biotechnology,56010000.0
5239,SPSC,SPS Commerce,Software,3810000000.0
5240,SPT,Sprout Social,Software,2740000000.0
5241,SPTK,SportsTek Acquisition,Blank Check / SPAC,210670000.0
5242,SPTN,SpartanNash Company,Food & Staples Retailing,1220000000.0
5243,SPWH,Sportsman's Warehouse Holdings,Specialty Retail,408960000.0
5244,SPWR,SunPower,Semiconductors & Semiconductor Equipment,2640000000.0
5245,SPXC,SPX Corporation,Machinery,2120000000.0
5246,SQ,Block,IT Services,57880000000.0
5247,SQFT,Presidio Property Trust,REIT-Diversified,38950000.0
5248,SQL,SeqLL,Diagnostics & Research,9340000.0
5249,SQM,Sociedad Quimica y Minera de Chile,Chemicals,23880000000.0
5250,SQNS,Sequans Communications,Semiconductors & Semiconductor Equipment,133860000.00000001
5251,SQSP,Squarespace,Software-Infrastructure,2160000000.0
5252,SQZ,SQZ Biotechnologies Company,Biotechnology,93450000.0
5253,SR,Spire,Gas Utilities,3880000000.0
5254,SRAD,Sportradar Group AG,Software-Application,3030000000.0
5255,SRAX,"SRAX, Inc.",Media,89940000.0
5256,SRC,Spirit Realty Capital,Equity Real Estate Investment Trusts ...,5640000000.0
5257,SRCE,1st Source,Banks,1080000000.0
5258,SRCL,Stericycle,Commercial Services & Supplies,4240000000.0
5259,SRDX,SurModics,Health Care Equipment & Supplies,502380000.0
5260,SRE,Sempra Energy,Multi-Utilities,50620000000.0
5261,SREV,ServiceSource International,IT Services,143910000.0
5262,SRG,Seritage Growth Properties,Equity Real Estate Investment Trusts ...,472940000.0
5263,SRGA,Surgalign Holdings,Medical Devices,36170000.0
5264,SRI,Stoneridge,Auto Components,465180000.0
5265,SRL,Scully Royalty,Capital Markets,125940000.0
5266,SRLP,Sprague Resources LP,"Oil, Gas & Consumable Fuels",409000000.0
5267,SRNE,Sorrento Therapeutics,Biotechnology,556190000.0
5268,SRPT,Sarepta Therapeutics,Biotechnology,5770000000.0
5269,SRRA,Sierra Oncology,Biotechnology,1330000000.0
5270,SRRK,Scholar Rock Holding,Biotechnology,196980000.0
5271,SRSA,Sarissa Capital Acquisition,Blank Check / SPAC,246750000.0
5272,SRT,Startek,IT Services,124920000.0
5273,SRTS,Sensus Healthcare,Health Care Equipment & Supplies,149600000.0
5274,SRZN,Surrozen,Biotechnology,82550000.0
5275,SSAA,Science Strategic Acquisition Alpha,Blank Check / SPAC,380170000.0
5276,SSB,South State,Banks,5690000000.0
5277,SSBI,Summit State Bank,Banks,102540000.0
5278,SSBK,Southern States Bancshares,Banks-Regional,197920000.0
5279,SSD,Simpson Manufacturing Company,Building Products,4450000000.0
5280,SSIC,Silver Spike Investment,Drug Manufacturers-Specialty & Generic,60030000.0
5281,SSKN,STRATA Skin Sciences,Health Care Equipment & Supplies,37670000.0
5282,SSL,Sasol,Chemicals,15420000000.0
5283,SSNC,SS&C Technologies Holdings,Software,15240000000.0
5284,SSNT,SilverSun Technologies,Software,12890000.0
5285,SSP,The E.W. Scripps Company,Media,1260000000.0
5286,SSRM,SSR Mining,Metals & Mining,4090000000.0
5287,SSSS,SuRo Capital,Capital Markets,247950000.0
5288,SST,System1,Specialty Business Services,1040000000.0
5289,SSTI,ShotSpotter,Software,340210000.0
5290,SSTK,Shutterstock,Internet & Direct Marketing Retail,2310000000.0
5291,SSU,SIGNA Sports United,Specialty Retail,2720000000.0
5292,SSY,SunLink Health Systems,Health Care Providers & Services,7550000.0
5293,SSYS,Stratasys,"Technology Hardware, Storage & Periph...",1170000000.0
5294,ST,Sensata Technologies Holding,Electrical Equipment,7070000000.0
5295,STAA,STAAR Surgical Company,Health Care Equipment & Supplies,2780000000.0
5296,STAB,Statera Biopharma,Biotechnology,12610000.0
5297,STAF,Staffing 360 Solutions,Professional Services,9660000.0
5298,STAG,Stag Industrial,Equity Real Estate Investment Trusts ...,6230000000.0
5299,STAR,iStar,Equity Real Estate Investment Trusts ...,1410000000.0
5300,STBA,S&T Bancorp,Banks,1080000000.0
5301,STC,Stewart Information Services,Insurance,1520000000.0
5302,STCN,Steel Connect,IT Services,72550000.0
5303,STE,Steris,Health Care Equipment & Supplies,21650000000.0
5304,STEM,"Stem, Inc.",Electrical Equipment,1200000000.0
5305,STEP,StepStone Group,Asset Management,1540000000.0
5306,STER,Sterling Check,Software-Infrastructure,2029999999.9999998
5307,STET,ST Energy Transition I,Blank Check / SPAC,297950000.0
5308,STG,Sunlands Technology Group,Diversified Consumer Services,46000000.0
5309,STGW,Stagwell,Advertising Agencies,3470000000.0
5310,STIM,Neuronetics,Health Care Equipment & Supplies,68660000.0
5311,STKL,SunOpta,Food Products,809790000.0
5312,STKS,The ONE Group Hospitality,"Hotels, Restaurants & Leisure",286520000.0
5313,STLA,Stellantis,Automobiles,45020000000.0
5314,STLD,Steel Dynamics,Metals & Mining,13990000000.0
5315,STM,STMicroelectronics,Semiconductors & Semiconductor Equipment,35720000000.0
5316,STN,Stantec,Professional Services,4690000000.0
5317,STNE,StoneCo,IT Services,2690000000.0
5318,STNG,Scorpio Tankers,"Oil, Gas & Consumable Fuels",1680000000.0
5319,STOK,Stoke Therapeutics,Biotechnology,582850000.0
5320,STON,StoneMor,Diversified Consumer Services,279280000.0
5321,STOR,STORE Capital,Equity Real Estate Investment Trusts ...,7680000000.0
5322,STRA,Strategic Education,Diversified Consumer Services,1560000000.0
5323,STRC,Sarcos Technology & Robotics,Computer Hardware,585980000.0
5324,STRE,Supernova Partners Acquisition Company III,Blank Check / SPAC,343560000.0
5325,STRL,Sterling Construction Company,Construction & Engineering,693940000.0
5326,STRM,Streamline Health Solutions,Health Care Technology,61570000.0
5327,STRN,Stran & Company,Advertising Agencies,33430000.0
5328,STRO,Sutro Biopharma,Biotechnology,215900000.0
5329,STRR,Star Equity Holdings,Diagnostics & Research,11450000.0
5330,STRS,Stratus Properties,Real Estate Management & Development,314960000.0
5331,STRT,STRATTEC Security,Auto Components,137410000.0
5332,STRY,Starry Group Holdings,Telecom Services,1620000000.0
5333,STSA,Satsuma Pharmaceuticals,Pharmaceuticals,81700000.0
5334,STSS,Sharps Technology,Medical Instruments & Supplies,11650000.0
5335,STT,State Street,Capital Markets,25410000000.0
5336,STTK,Shattuck Labs,Biotechnology,144930000.0
5337,STVN,Stevanato Group S.p.A.,Medical Instruments & Supplies,4059999999.9999995
5338,STWD,Starwood Property Trust,Mortgage Real Estate Investment Trust...,7330000000.0
5339,STX,Seagate Technology Holdings,"Technology Hardware, Storage & Periph...",17340000000.0
5340,STXS,Stereotaxis,Health Care Equipment & Supplies,139620000.0
5341,STZ,Constellation Brands,Beverages,47640000000.0
5342,SU,Suncor Energy,"Oil, Gas & Consumable Fuels",51510000000.0
5343,SUAC,ShoulderUp Technology Acquisition,Blank Check / SPAC,415490000.0
5344,SUI,Sun Communities,Equity Real Estate Investment Trusts ...,20230000000.0
5345,SUM,Summit Materials,Construction Materials,3070000000.0
5346,SUMO,Sumo Logic,Software,918490000.0
5347,SUMR,Summer Infant,Leisure Products,25150000.0
5348,SUN,Sunoco LP,"Oil, Gas & Consumable Fuels",3310000000.0
5349,SUNL,Sunlight Financial Holdings,Credit Services,487180000.0
5350,SUNW,Sunworks,Electrical Equipment,51910000.0
5351,SUP,Superior Industries International,Auto Components,101510000.0
5352,SUPN,Supernus Pharmaceuticals,Pharmaceuticals,1430000000.0
5353,SUPV,Grupo Supervielle,Banks,157110000.0
5354,SURF,Surface Oncology,Biotechnology,107040000.0
5355,SURG,SurgePays,Wireless Telecommunication Services,44580000.0
5356,SUZ,Suzano,Paper & Forest Products,14090000000.0
5357,SVC,Service Properties Trust,Equity Real Estate Investment Trusts ...,1060000000.0
5358,SVFA,SVF Investment,Shell Companies,626600000.0
5359,SVFB,SVF Investment 2,Blank Check / SPAC,288900000.0
5360,SVFC,SVF Investment 3,Shell Companies,407940000.0
5361,SVFD,Save Foods,Agricultural Inputs,10990000.0
5362,SVM,Silvercorp Metals,Metals & Mining,478190000.0
5363,SVNA,7 Acquisition,Blank Check / SPAC,247500000.0
5364,SVRA,Savara,Biotechnology,142550000.0
5365,SVT,Servotronics,Electrical Equipment,26440000.0
5366,SVVC,Firsthand Technology Value Fund,Securities and Commodity Exchanges,23070000.0
5367,SWAG,"Software Acquisition Group, Inc. III",Blank Check / SPAC,285100000.0
5368,SWAV,ShockWave Medical,Health Care Equipment & Supplies,5810000000.0
5369,SWBI,Smith & Wesson Brands,Leisure Products,643520000.0
5370,SWCH,Switch,IT Services,8090000000.0
5371,SWET,Athlon Acquisition,Blank Check / SPAC,337760000.0
5372,SWI,SolarWinds,Software,1810000000.0
5373,SWIM,Latham Group,Building Products & Equipment,1350000000.0
5374,SWIR,Sierra Wireless,Communications Equipment,793490000.0
5375,SWK,Stanley Black & Decker,Machinery,18360000000.0
5376,SWKH,SWK Holdings,Diversified Financial Services,247710000.0
5377,SWKS,Skyworks Solutions,Semiconductors & Semiconductor Equipment,16649999999.999998
5378,SWM,Schweitzer-Mauduit International,Paper & Forest Products,844410000.0
5379,SWN,Southwestern Energy Company,"Oil, Gas & Consumable Fuels",7340000000.0
5380,SWSS,Springwater Special Situations,Blank Check / SPAC,221670000.0
5381,SWTX,Springworks Therapeutics,Biotechnology,1940000000.0
5382,SWVL,Swvl Holdings,Software-Application,690710000.0
5383,SWX,Southwest Gas Holdings,Gas Utilities,6090000000.0
5384,SXC,SunCoke Energy,Metals & Mining,638700000.0
5385,SXI,Standex International,Machinery,1100000000.0
5386,SXT,Sensient Technologies,Chemicals,3520000000.0
5387,SXTC,China SXT Pharmaceuticals,Personal Products,4810000.0
5388,SY,So-Young International,Interactive Media & Services,112080000.0
5389,SYBT,Stock Yards Bancorp,Banks,1570000000.0
5390,SYBX,Synlogic,Biotechnology,81520000.0
5391,SYF,Synchrony Financial,Consumer Finance,16820000000.0
5392,SYK,Stryker,Health Care Equipment & Supplies,88210000000.0
5393,SYN,Synthetic Biologics,Biotechnology,36280000.0
5394,SYNA,Synaptics,Semiconductors & Semiconductor Equipment,5750000000.0
5395,SYNH,Syneos Health,Life Sciences Tools & Services,7190000000.0
5396,SYNL,Synalloy,Metals & Mining,161080000.0
5397,SYPR,Sypris Solutions,Auto Components,45510000.0
5398,SYRS,Syros Pharmaceuticals,Biotechnology,56460000.0
5399,SYTA,Siyata Mobile,Communications Equipment,14840000.0
5400,SYY,Sysco,Food & Staples Retailing,43170000000.0
5401,SZZL,Sizzle Acquisition,Blank Check / SPAC,217050000.0
5402,T,"AT&T, Inc.",Diversified Telecommunication Services,142030000000.0
5403,TA,TravelCenters of America,Specialty Retail,544510000.0
5404,TAC,TransAlta,Independent Power and Renewable Elect...,2960000000.0
5405,TACA,Trepont Acquisition I,Blank Check / SPAC,289800000.0
5406,TACT,TransAct Technologies,"Technology Hardware, Storage & Periph...",48460000.0
5407,TAIT,Taitron Components,"Electronic Equipment, Instruments & C...",21800000.0
5408,TAK,Takeda Pharmaceutical Company,Pharmaceuticals,44500000000.0
5409,TAL,TAL Education Group,Diversified Consumer Services,2340000000.0
5410,TALK,Talkspace,Medical Care Facilities,189240000.0
5411,TALO,Talos Energy,"Oil, Gas & Consumable Fuels",1540000000.0
5412,TALS,Talaris Therapeutics,Biotechnology,259140000.0
5413,TANH,Tantech Holdings,Chemicals,4070000.0000000005
5414,TAOP,Taoping,IT Services,18710000.0
5415,TAP,Molson Coors Beverage Company,Beverages,12150000000.0
5416,TARA,Protara Therapeutics,Biotechnology,34040000.0
5417,TARO,Taro Pharmaceutical Industries,Pharmaceuticals,1400000000.0
5418,TARS,Tarsus Pharmaceuticals,Biotechnology,345680000.0
5419,TASK,TaskUs,Information Technology Services,2210000000.0
5420,TAST,Carrols Restaurant Group,"Hotels, Restaurants & Leisure",77220000.0
5421,TATT,TAT Technologies,Aerospace & Defense,48990000.0
5422,TAYD,Taylor Devices,Machinery,31330000.0
5423,TBBK,The Bancorp,Banks,1070000000.0000001
5424,TBCP,Thunder Bridge Capital Partners III,Blank Check / SPAC,515919999.99999994
5425,TBI,TrueBlue,Professional Services,762250000.0
5426,TBK,Triumph Bancorp,Banks,1730000000.0
5427,TBLA,Taboola.com,Internet Content & Information,801130000.0
5428,TBLD,Thornburg Income Builder Opportunities Trust,n/a,478020000.0
5429,TBLT,Toughbuilt Industries,"Textiles, Apparel & Luxury Goods",8220000.000000001
5430,TBNK,Territorial Bancorp,Thrifts & Mortgage Finance,195190000.0
5431,TBPH,Theravance Biopharma,Pharmaceuticals,692220000.0
5432,TBSA,TB SA Acquisition,Blank Check / SPAC,244250000.0
5433,TC,TuanChe,Internet Content & Information,43050000.0
5434,TCAC,Tuatara Capital Acquisition,Blank Check / SPAC,248000000.0
5435,TCBC,TC Bancshares,Banks-Regional,62310000.0
5436,TCBI,Texas Capital Bancshares,Banks,2670000000.0
5437,TCBK,TriCo Bancshares,Banks,1400000000.0
5438,TCBP,TC BioPharm (Holdings),Biotechnology,29600000.0
5439,TCBS,Texas Community Bancshares,Banks-Regional,55570000.0
5440,TCBX,Third Coast Bancshares,Banks-Regional,308840000.0
5441,TCDA,Tricida,Pharmaceuticals,506470000.0
5442,TCFC,The Community Financial Corporation,Banks,201600000.0
5443,TCI,Transcontinental Realty Investors,Real Estate Management & Development,364230000.0
5444,TCMD,Tactile Systems Technology,Health Care Equipment & Supplies,226760000.0
5445,TCN,Tricon Residential,Real Estate Services,3490000000.0
5446,TCOA,Trajectory Alpha Acquisition,Blank Check / SPAC,211530000.0
5447,TCOM,Trip.com Group,Internet & Direct Marketing Retail,14120000000.0
5448,TCON,TRACON Pharmaceuticals,Biotechnology,33580000.0
5449,TCPC,Blackrock TCP Capital,Capital Markets,772930000.0
5450,TCRR,TCR2 Therapeutics,Biotechnology,90580000.0
5451,TCRT,Alaunos Therapeutics,Biotechnology,127410000.0
5452,TCRX,TScan Therapeutics,Biotechnology,59910000.0
5453,TCS,The Container Store Group,Specialty Retail,373770000.0
5454,TCVA,TCV Acquisition,Blank Check / SPAC,496390000.0
5455,TCX,Tucows,IT Services,514870000.0
5456,TD,The Toronto-Dominion Bank,Banks,129430000000.0
5457,TDC,Teradata,Software,3830000000.0
5458,TDCX,"TDCX, Inc.",Specialty Business Services,1540000000.0
5459,TDG,TransDigm Group,Aerospace & Defense,30780000000.0
5460,TDOC,Teladoc Health,Health Care Technology,5410000000.0
5461,TDS,Telephone & Data Systems,Wireless Telecommunication Services,2009999999.9999998
5462,TDUP,ThredUp,Internet Retail,480390000.0
5463,TDW,Tidewater,Energy Equipment & Services,889810000.0
5464,TDY,Teledyne Technologies,Aerospace & Defense,18780000000.0
5465,TEAM,Atlassian,Software,47880000000.0
5466,TECH,Bio-Techne,Life Sciences Tools & Services,14430000000.0
5467,TECK,Teck Resources,Metals & Mining,20140000000.0
5468,TEDU,Tarena International,Diversified Consumer Services,24130000.0
5469,TEF,Telefonica,Diversified Telecommunication Services,28470000000.0
5470,TEKK,Tekkorp Digital Acquisition,Blank Check / SPAC,307810000.0
5471,TEL,TE Connectivity,"Electronic Equipment, Instruments & C...",40340000000.0
5472,TELA,TELA Bio,Health Care Equipment & Supplies,123010000.0
5473,TELL,Tellurian,"Oil, Gas & Consumable Fuels",2380000000.0
5474,TEN,Tenneco,Auto Components,1390000000.0
5475,TENB,Tenable Holdings,Software,5220000000.0
5476,TENX,Tenax Therapeutics,Biotechnology,14310000.0
5477,TEO,Telecom Argentina,Diversified Telecommunication Services,2260000000.0
5478,TER,Teradyne,Semiconductors & Semiconductor Equipment,17200000000.0
5479,TERN,Terns Pharmaceuticals,Biotechnology,38160000.0
5480,TESS,TESSCO Technologies,Communications Equipment,53090000.0
5481,TETC,Tech & Energy Transition,Blank Check / SPAC,470660000.0
5482,TETE,Technology & Telecommunication Acquisition,Blank Check / SPAC,129539999.99999999
5483,TEVA,Teva Pharmaceutical Industries,Pharmaceuticals,8740000000.0
5484,TEX,Terex,Machinery,2270000000.0
5485,TFC,Truist Financial,Banks,61660000000.0
5486,TFFP,TFF Pharmaceuticals,Pharmaceuticals,109350000.0
5487,TFII,TFI International,Road & Rail,7430000000.0
5488,TFSL,TFS Financial,Thrifts & Mortgage Finance,3990000000.0
5489,TFX,Teleflex,Health Care Equipment & Supplies,13060000000.0
5490,TG,Tredegar,Chemicals,376110000.0
5491,TGA,TransGlobe Energy,"Oil, Gas & Consumable Fuels",294050000.0
5492,TGAA,Target Global Acquisition I,Blank Check / SPAC,269080000.0
5493,TGB,Taseko Mines,Metals & Mining,410480000.0
5494,TGH,Textainer Group Holdings,Trading Companies & Distributors,1500000000.0
5495,TGI,Triumph Group,Aerospace & Defense,1330000000.0
5496,TGLS,Tecnoglass,Construction Materials,974000000.0
5497,TGNA,Tegna,Media,4670000000.0
5498,TGR,Kimbell Tiger Acquisition,Blank Check / SPAC,250280000.0
5499,TGS,Transportadora de Gas del Sur,"Oil, Gas & Consumable Fuels",916860000.0
5500,TGT,Target,Multiline Retail,101880000000.0
5501,TGTX,TG Therapeutics,Biotechnology,938830000.0
5502,TGVC,TG Venture Acquisition,Blank Check / SPAC,142880000.0
5503,TH,Target Hospitality,"Hotels, Restaurants & Leisure",579680000.0
5504,THAC,Thrive Acquisition,Blank Check / SPAC,217570000.0
5505,THC,Tenet Healthcare,Health Care Providers & Services,7790000000.0
5506,THCA,Tuscan Holdings II,Shell Companies,76830000.0
5507,THCP,Thunder Bridge Capital Partners IV,Blank Check / SPAC,295800000.0
5508,THFF,First Financial,Banks,532150000.0
5509,THG,The Hanover Insurance Group,Insurance,5050000000.0
5510,THM,International Tower Hill Mines,Metals & Mining,144550000.0
5511,THMO,ThermoGenesis Holdings,Health Care Equipment & Supplies,4640000.0
5512,THO,Thor Industries,Automobiles,4510000000.0
5513,THR,Thermon Group Holdings,Electrical Equipment,493580000.0
5514,THRM,Gentherm,Auto Components,2180000000.0
5515,THRN,Thorne HealthTech,Packaged Foods,354340000.0
5516,THRX,Theseus Pharmaceuticals,Biotechnology,293750000.0
5517,THRY,Thryv Holdings,Media,835420000.0
5518,THS,TreeHouse Foods,Food Products,2170000000.0
5519,THTX,Theratechnologies,Biotechnology,245410000.0
5520,TIG,Trean Insurance Group,Biotechnology,325580000.0
5521,TIGO,Millicom International Cellular,Wireless Telecommunication Services,2300000000.0
5522,TIGR,UP Fintech Holding,Capital Markets,529450000.00000006
5523,TIL,Instil Bio,Biotechnology,816440000.0
5524,TILE,Interface,Commercial Services & Supplies,788540000.0
5525,TIMB,TIM S.A.,Telecom Services,6360000000.0
5526,TINV,Tiga Acquisition,Blank Check / SPAC,352930000.0
5527,TIOA,Tio Tech A,Blank Check / SPAC,423060000.0
5528,TIPT,Tiptree,Insurance,356320000.0
5529,TIRX,Tian Ruixiang Holdings,Insurance Brokers,9290000.0
5530,TISI,"Team, Inc.",Commercial Services & Supplies,47000000.0
5531,TITN,Titan Machinery,Trading Companies & Distributors,524539999.99999994
5532,TIVC,Tivic Health Systems,Medical Devices,15590000.0
5533,TIXT,TELUS International,Software-Infrastructure,6220000000.0
5534,TJX,The TJX Companies,Specialty Retail,67170000000.0
5535,TK,Teekay,"Oil, Gas & Consumable Fuels",323380000.0
5536,TKAT,Takung Art Co.,Interactive Media & Services,47010000.0
5537,TKC,Turkcell Iletisim Hizmetleri A.S.,Wireless Telecommunication Services,2880000000.0
5538,TKLF,Yoshitsu,Household & Personal Products,53640000.0
5539,TKNO,Alpha Teknova,Drug Manufacturers-Specialty & Generic,360630000.0
5540,TKR,The Timken Company,Machinery,4320000000.0
5541,TLGA,TLG Acquisition One,Blank Check / SPAC,490500000.0
5542,TLGY,TLGY Acquisition,Blank Check / SPAC,286920000.0
5543,TLIS,Talis Biomedical,Medical Devices,26090000.0
5544,TLK,Telkom Indonesia,Diversified Telecommunication Services,28990000000.0
5545,TLRY,Tilray,Pharmaceuticals,2260000000.0
5546,TLS,Telos,Software,511840000.0
5547,TLSA,Tiziana Life Sciences,Biotechnology,38070000.0
5548,TLYS,Tilly's,Specialty Retail,267589999.99999997
5549,TM,Toyota Motor,Automobiles,222290000000.0
5550,TMAC,The Music Acquisition,Blank Check / SPAC,281180000.0
5551,TMBR,Timber Pharmaceuticals,Biotechnology,16550000.0
5552,TMC,TMC the metals company,Other Industrial Metals & Mining,317920000.0
5553,TMCI,Treace Medical Concepts,Medical Devices,805410000.0
5554,TMDI,Titan Medical,Health Care Equipment & Supplies,51850000.0
5555,TMDX,TransMedics Group,Health Care Equipment & Supplies,817320000.0
5556,TME,Tencent Music Entertainment Group,Entertainment,6950000000.0
5557,TMHC,Taylor Morrison Home,Household Durables,3370000000.0
5558,TMKR,Tastemaker Acquisition,Blank Check / SPAC,341550000.0
5559,TMO,Thermo Fisher Scientific,Life Sciences Tools & Services,211950000000.0
5560,TMP,Tompkins Financial,Banks,1050000000.0
5561,TMPM,Turmeric Acquisition,Blank Check / SPAC,124700000.0
5562,TMQ,Trilogy Metals,Metals & Mining,132370000.0
5563,TMST,TimkenSteel,Metals & Mining,925530000.0
5564,TMUS,T-Mobile US,Wireless Telecommunication Services,158360000000.0
5565,TMX,Terminix Global Holdings,Personal Services,5240000000.0
5566,TNC,Tennant Company,Machinery,1150000000.0
5567,TNDM,Tandem Diabetes Care,Health Care Equipment & Supplies,4720000000.0
5568,TNET,TriNet Group,Professional Services,5020000000.0
5569,TNGX,Tango Therapeutics,Biotechnology,445640000.0
5570,TNK,Teekay Tankers,"Oil, Gas & Consumable Fuels",540200000.0
5571,TNL,Travel + Leisure Co.,"Hotels, Restaurants & Leisure",4250000000.0
5572,TNON,Tenon Medical,Medical Devices,73260000.0
5573,TNP,Tsakos Energy Navigation,"Oil, Gas & Consumable Fuels",313530000.0
5574,TNXP,Tonix Pharmaceuticals Holding,Biotechnology,78980000.0
5575,TNYA,Tenaya Therapeutics,Biotechnology,293220000.0
5576,TOAC,Talon 1 Acquisition,Blank Check / SPAC,288940000.0
5577,TOI,The Oncology Institute,Medical Care Facilities,456400000.0
5578,TOL,Toll Brothers,Household Durables,5590000000.0
5579,TOMZ,TOMI Environmental Solutions,Commercial Services & Supplies,12810000.0
5580,TOPS,Top Ships,"Oil, Gas & Consumable Fuels",27590000.0
5581,TOST,Toast,Software-Infrastructure,7660000000.0
5582,TOUR,Tuniu,"Hotels, Restaurants & Leisure",63020000.0
5583,TOWN,TowneBank,Banks,2020000000.0
5584,TPB,Turning Point Brands,Tobacco,516890000.0
5585,TPBA,TPB Acquisition I,Blank Check / SPAC,218480000.0
5586,TPC,Tutor Perini,Construction & Engineering,486910000.0
5587,TPG,TPG Inc.,Asset Management,2190000000.0
5588,TPGY,TPG Pace Beneficial Finance,Shell Companies,432250000.0
5589,TPH,TRI Pointe Homes,Household Durables,2130000000.0
5590,TPHS,Trinity Place Holdings,Real Estate Management & Development,43850000.0
5591,TPIC,TPI Composites,Electrical Equipment,453060000.0
5592,TPL,Texas Pacific Land,"Oil, Gas & Consumable Fuels",10470000000.0
5593,TPR,Tapestry,"Textiles, Apparel & Luxury Goods",8320000000.0
5594,TPST,Tempest Therapeutics,Biotechnology,29730000.0
5595,TPTX,Turning Point Therapeutics,Biotechnology,1620000000.0
5596,TPVG,TriplePoint Venture Growth BDC,Capital Markets,456240000.0
5597,TPX,Tempur Sealy International,Household Durables,4650000000.0
5598,TR,Tootsie Roll Industries,Food Products,2290000000.0
